rank,symbol,earnings_date,time_of_day,from_date,to_date,from_close,to_close,pct_change
310,MRNA,2024-11-07,bmo,2024-11-07,2024-12-20,50.28,39.39,-21.66%
311,KIM,2022-04-28,bmo,2022-04-28,2022-06-10,26.35,20.65,-21.63%
312,DAL,2020-01-14,bmo,2020-01-14,2020-02-27,61.45,48.19,-21.58%
313,WBD,2021-02-22,bmo,2021-02-22,2021-04-06,55.29,43.38,-21.54%
314,HPQ,2022-05-31,amc,2022-06-01,2022-07-15,40.34,31.66,-21.52%
315,BLDR,2022-05-10,bmo,2022-05-10,2022-06-23,65.13,51.12,-21.51%
316,CDNS,2020-02-12,amc,2020-02-13,2020-03-27,79.25,62.28,-21.41%
317,SJM,2023-08-29,bmo,2023-08-29,2023-10-11,145.94,114.73,-21.39%
318,CCL,2024-06-25,bmo,2024-06-25,2024-08-07,17.82,14.01,-21.38%
319,C,2020-01-14,bmo,2020-01-14,2020-02-27,81.91,64.45,-21.32%
320,MET,2023-02-01,amc,2023-02-02,2023-03-17,69.71,54.87,-21.29%
321,FCX,2020-01-23,bmo,2020-01-23,2020-03-06,11.97,9.43,-21.22%
322,VMC,2020-02-18,bmo,2020-02-18,2020-03-31,137.17,108.07,-21.21%
323,IEX,2020-01-29,amc,2020-01-30,2020-03-13,165.92,130.85,-21.14%
324,STLD,2020-01-22,amc,2020-01-23,2020-03-06,31.63,24.95,-21.12%
325,ARE,2023-01-30,amc,2023-01-31,2023-03-15,160.74,126.95,-21.02%
326,ORCL,2021-12-09,amc,2021-12-10,2022-01-25,102.63,81.07,-21.01%
327,D,2020-02-11,bmo,2020-02-11,2020-03-25,85.22,67.34,-20.98%
328,MOS,2022-05-02,amc,2022-05-03,2022-06-15,67.83,53.61,-20.96%
329,SWKS,2022-05-03,amc,2022-05-04,2022-06-16,113.53,89.75,-20.95%
330,TECH,2020-02-04,bmo,2020-02-04,2020-03-18,52.09,41.18,-20.94%
331,CVS,2020-02-12,bmo,2020-02-12,2020-03-26,73.75,58.31,-20.94%
332,ZBRA,2020-02-13,bmo,2020-02-13,2020-03-27,233.32,184.57,-20.89%
333,SOLV,2024-05-09,bmo,2024-05-09,2024-06-24,64.83,51.30,-20.87%
334,EME,2020-02-27,amc,2020-02-28,2020-04-13,76.92,60.89,-20.84%
335,PLTR,2021-02-16,bmo,2021-02-16,2021-03-30,27.84,22.04,-20.83%
336,PAYC,2022-05-03,amc,2022-05-04,2022-06-16,328.20,259.97,-20.79%
337,ESS,2022-04-26,amc,2022-04-27,2022-06-09,341.96,270.90,-20.78%
338,HWM,2020-01-27,bmo,2020-01-27,2020-03-10,30.67,24.30,-20.77%
339,ARE,2020-02-03,amc,2020-02-04,2020-03-18,167.79,132.95,-20.76%
340,TSLA,2022-04-20,bmo,2022-04-20,2022-06-02,325.73,258.33,-20.69%
341,DVA,2020-02-10,amc,2020-02-11,2020-03-25,88.50,70.20,-20.68%
342,MCD,2020-01-29,bmo,2020-01-29,2020-03-12,214.44,170.13,-20.66%
343,TRGP,2020-08-06,bmo,2020-08-06,2020-09-18,19.36,15.36,-20.66%
344,TECH,2022-08-04,amc,2022-08-05,2022-09-19,95.74,76.00,-20.62%
345,LIN,2020-02-13,amc,2020-02-14,2020-03-30,222.64,176.80,-20.59%
346,EOG,2020-08-06,amc,2020-08-07,2020-09-21,48.81,38.81,-20.49%
347,NCLH,2022-11-08,bmo,2022-11-08,2022-12-21,17.28,13.75,-20.43%
348,ROST,2020-03-03,amc,2020-03-04,2020-04-16,109.56,87.19,-20.42%
349,IDXX,2022-05-04,bmo,2022-05-04,2022-06-16,411.31,327.37,-20.41%
350,CRL,2022-05-04,bmo,2022-05-04,2022-06-16,257.51,205.11,-20.35%
351,DAY,2022-05-04,amc,2022-05-05,2022-06-17,56.47,44.99,-20.33%
352,COF,2020-01-21,amc,2020-01-22,2020-03-05,106.76,85.08,-20.31%
353,ALL,2023-02-01,amc,2023-02-02,2023-03-17,131.89,105.11,-20.30%
354,TTD,2022-08-09,amc,2022-08-10,2022-09-22,74.24,59.24,-20.20%
355,BF-B,2023-08-30,bmo,2023-08-30,2023-10-12,66.28,53.00,-20.04%
356,CRM,2020-02-25,bmo,2020-02-25,2020-04-07,181.27,145.07,-19.97%
357,MDT,2020-02-18,bmo,2020-02-18,2020-03-31,112.66,90.18,-19.95%
358,MAR,2022-05-04,bmo,2022-05-04,2022-06-16,181.24,145.16,-19.91%
359,DUK,2020-02-13,bmo,2020-02-13,2020-03-27,100.11,80.19,-19.90%
360,FANG,2020-08-03,amc,2020-08-04,2020-09-16,41.07,32.91,-19.87%
361,MPWR,2024-10-30,amc,2024-10-31,2024-12-13,759.30,608.44,-19.87%
362,APP,2022-02-16,bmo,2022-02-16,2022-03-31,68.71,55.07,-19.85%
363,EL,2022-08-18,amc,2022-08-19,2022-10-03,273.28,219.09,-19.83%
364,DG,2023-08-31,bmo,2023-08-31,2023-10-13,138.50,111.16,-19.74%
365,NUE,2022-04-21,amc,2022-04-22,2022-06-06,161.05,129.47,-19.61%
366,WBD,2021-04-28,bmo,2021-04-28,2021-06-10,37.49,30.14,-19.61%
367,ROP,2020-01-30,bmo,2020-01-30,2020-03-13,389.38,313.52,-19.48%
368,FRT,2022-05-05,bmo,2022-05-05,2022-06-17,117.58,94.71,-19.45%
369,ULTA,2020-05-28,bmo,2020-05-28,2020-07-10,243.31,195.99,-19.45%
370,IFF,2020-02-12,amc,2020-02-13,2020-03-27,136.74,110.22,-19.39%
371,MPC,2020-08-03,bmo,2020-08-03,2020-09-15,38.57,31.09,-19.39%
372,CPT,2022-04-28,amc,2022-04-29,2022-06-13,156.89,126.50,-19.37%
373,RJF,2020-01-22,amc,2020-01-23,2020-03-06,60.83,49.07,-19.33%
374,CBRE,2020-02-27,bmo,2020-02-27,2020-04-09,56.54,45.61,-19.33%
375,XYZ,2023-08-03,amc,2023-08-04,2023-09-18,63.52,51.25,-19.32%
376,WAT,2020-02-04,bmo,2020-02-04,2020-03-18,219.08,176.81,-19.29%
377,FITB,2020-01-22,bmo,2020-01-22,2020-03-05,29.34,23.68,-19.29%
378,MTCH,2022-02-01,amc,2022-02-02,2022-03-17,118.01,95.26,-19.28%
379,OXY,2021-11-04,amc,2021-11-05,2021-12-20,33.42,26.98,-19.27%
380,A,2020-02-18,amc,2020-02-19,2020-04-01,85.35,68.92,-19.25%
381,UDR,2022-04-26,amc,2022-04-27,2022-06-09,55.96,45.21,-19.21%
382,ADSK,2022-05-26,amc,2022-05-27,2022-07-13,211.38,170.95,-19.13%
383,WST,2020-02-13,bmo,2020-02-13,2020-03-27,174.38,141.08,-19.10%
384,XYL,2022-05-04,bmo,2022-05-04,2022-06-16,90.30,73.07,-19.08%
385,CBRE,2023-02-23,bmo,2023-02-23,2023-04-06,86.85,70.31,-19.04%
386,ICE,2020-02-06,bmo,2020-02-06,2020-03-20,90.11,72.99,-19.00%
387,HD,2020-02-25,bmo,2020-02-25,2020-04-07,237.38,192.29,-18.99%
388,AIG,2023-02-15,amc,2023-02-16,2023-03-31,62.16,50.36,-18.98%
389,SWK,2023-02-02,bmo,2023-02-02,2023-03-17,95.89,77.69,-18.98%
390,CSCO,2022-08-17,amc,2022-08-18,2022-09-30,49.37,40.00,-18.98%
391,HAL,2021-10-19,bmo,2021-10-19,2021-12-01,26.10,21.15,-18.97%
392,DXCM,2023-07-27,amc,2023-07-28,2023-09-11,132.38,107.29,-18.95%
393,PSKY,2023-08-07,amc,2023-08-08,2023-09-20,16.37,13.27,-18.94%
394,GM,2022-02-01,bmo,2022-02-01,2022-03-16,54.07,43.85,-18.90%
395,SPG,2022-05-09,bmo,2022-05-09,2022-06-22,118.19,95.95,-18.82%
396,AVB,2022-04-27,amc,2022-04-28,2022-06-10,239.50,194.44,-18.81%
397,TRGP,2022-05-05,bmo,2022-05-05,2022-06-17,74.70,60.65,-18.81%
398,BLDR,2021-05-06,bmo,2021-05-06,2021-06-18,52.00,42.22,-18.81%
399,TSCO,2020-01-30,bmo,2020-01-30,2020-03-13,18.77,15.24,-18.81%
400,WSM,2022-03-16,amc,2022-03-17,2022-04-29,80.35,65.24,-18.81%
401,QCOM,2022-02-02,bmo,2022-02-02,2022-03-17,188.20,152.83,-18.79%
402,META,2020-01-29,amc,2020-01-30,2020-03-13,209.53,170.28,-18.73%
403,AMAT,2022-05-19,amc,2022-05-20,2022-07-06,106.46,86.56,-18.69%
404,AWK,2020-02-18,amc,2020-02-19,2020-04-01,138.70,112.80,-18.67%
405,CVS,2023-02-08,bmo,2023-02-08,2023-03-23,88.96,72.37,-18.65%
406,PCAR,2020-01-28,bmo,2020-01-28,2020-03-11,51.18,41.66,-18.60%
407,ANET,2022-05-02,amc,2022-05-03,2022-06-15,28.51,23.22,-18.55%
408,RMD,2023-08-03,amc,2023-08-04,2023-09-18,179.25,146.05,-18.52%
409,UHS,2020-02-26,amc,2020-02-27,2020-04-09,128.24,104.51,-18.50%
410,TECH,2022-05-04,bmo,2022-05-04,2022-06-16,98.96,80.67,-18.48%
411,WDC,2023-01-31,amc,2023-02-01,2023-03-16,32.73,26.70,-18.42%
412,MAA,2022-04-27,amc,2022-04-28,2022-06-10,206.13,168.16,-18.42%
413,COIN,2021-11-09,amc,2021-11-10,2021-12-23,328.60,268.15,-18.40%
414,LMT,2020-01-28,bmo,2020-01-28,2020-03-11,437.17,356.93,-18.35%
415,NOC,2020-01-30,bmo,2020-01-30,2020-03-13,384.87,314.50,-18.28%
416,BKNG,2020-02-26,bmo,2020-02-26,2020-04-08,1678.20,1372.06,-18.24%
417,EXR,2022-05-03,amc,2022-05-04,2022-06-16,195.57,159.94,-18.22%
418,HLT,2022-05-03,bmo,2022-05-03,2022-06-15,148.96,121.89,-18.17%
419,SNPS,2022-08-17,amc,2022-08-18,2022-09-30,373.32,305.51,-18.16%
420,PRU,2022-05-03,amc,2022-05-04,2022-06-16,111.57,91.33,-18.14%
421,GS,2020-01-15,bmo,2020-01-15,2020-02-28,245.21,200.77,-18.12%
422,CHRW,2020-01-28,amc,2020-01-29,2020-03-12,73.41,60.11,-18.12%
423,ARE,2022-04-25,amc,2022-04-26,2022-06-08,190.60,156.08,-18.11%
424,WELL,2022-08-09,amc,2022-08-10,2022-09-22,83.31,68.25,-18.08%
425,VRSK,2022-05-03,amc,2022-05-04,2022-06-16,193.53,158.58,-18.06%
426,TGT,2023-05-17,bmo,2023-05-17,2023-06-30,160.96,131.90,-18.05%
427,POOL,2020-02-13,bmo,2020-02-13,2020-03-27,228.14,186.98,-18.04%
428,HST,2022-05-04,amc,2022-05-05,2022-06-17,19.75,16.20,-17.97%
429,CSCO,2020-02-12,amc,2020-02-13,2020-03-27,47.32,38.82,-17.96%
430,MCO,2020-02-12,bmo,2020-02-12,2020-03-26,273.41,224.33,-17.95%
431,RCL,2023-02-07,bmo,2023-02-07,2023-03-22,74.01,60.75,-17.92%
432,AMD,2020-01-28,amc,2020-01-29,2020-03-12,47.51,39.01,-17.89%
433,EA,2020-01-30,amc,2020-01-31,2020-03-16,107.92,88.67,-17.84%
434,BAC,2020-01-15,bmo,2020-01-15,2020-02-28,34.67,28.50,-17.80%
435,PNR,2020-01-28,bmo,2020-01-28,2020-03-11,44.28,36.40,-17.80%
436,PSKY,2021-11-04,bmo,2021-11-04,2021-12-17,35.90,29.52,-17.77%
437,PEP,2020-02-13,bmo,2020-02-13,2020-03-27,146.47,120.46,-17.76%
438,ALGN,2024-04-24,amc,2024-04-25,2024-06-07,310.50,255.54,-17.70%
439,KO,2020-01-30,bmo,2020-01-30,2020-03-13,58.86,48.47,-17.65%
440,DOW,2024-10-24,bmo,2024-10-24,2024-12-06,50.99,41.99,-17.65%
441,MS,2020-01-16,bmo,2020-01-16,2020-03-02,56.44,46.48,-17.65%
442,VLO,2020-07-30,bmo,2020-07-30,2020-09-11,56.33,46.39,-17.65%
443,STT,2020-01-17,amc,2020-01-21,2020-03-04,81.31,67.00,-17.60%
444,MRK,2020-02-05,bmo,2020-02-05,2020-03-19,81.84,67.44,-17.60%
445,AMAT,2022-08-18,amc,2022-08-19,2022-10-03,104.63,86.25,-17.57%
446,JBHT,2020-01-17,bmo,2020-01-17,2020-03-03,114.68,94.54,-17.56%
447,MHK,2023-02-09,amc,2023-02-10,2023-03-27,115.77,95.45,-17.55%
448,IP,2023-01-31,bmo,2023-01-31,2023-03-15,41.82,34.48,-17.55%
449,TPL,2024-11-06,bmo,2024-11-06,2024-12-19,1329.62,1096.33,-17.55%
450,SHW,2022-01-27,bmo,2022-01-27,2022-03-11,283.17,233.59,-17.51%
451,AMD,2022-05-03,amc,2022-05-04,2022-06-16,99.42,82.05,-17.47%
452,COP,2022-11-03,bmo,2022-11-03,2022-12-16,133.82,110.44,-17.47%
453,IFF,2022-08-08,amc,2022-08-09,2022-09-21,120.13,99.15,-17.46%
454,LUV,2020-01-23,bmo,2020-01-23,2020-03-06,55.40,45.73,-17.45%
455,AVGO,2022-05-26,amc,2022-05-27,2022-07-13,58.33,48.17,-17.42%
456,DDOG,2022-08-04,bmo,2022-08-04,2022-09-16,110.49,91.25,-17.41%
457,BLDR,2022-03-01,bmo,2022-03-01,2022-04-12,73.05,60.33,-17.41%
458,IDXX,2020-01-31,bmo,2020-01-31,2020-03-16,271.01,223.83,-17.41%
459,ALB,2024-05-01,amc,2024-05-02,2024-06-14,125.30,103.51,-17.39%
460,LDOS,2024-10-29,bmo,2024-10-29,2024-12-11,185.86,153.55,-17.38%
461,DVN,2020-08-04,amc,2020-08-05,2020-09-17,12.04,9.95,-17.36%
462,PPG,2020-01-16,bmo,2020-01-16,2020-03-02,127.41,105.31,-17.35%
463,PANW,2022-11-17,amc,2022-11-18,2023-01-04,83.74,69.27,-17.28%
464,OKE,2022-05-03,amc,2022-05-04,2022-06-16,67.35,55.73,-17.25%
465,GNRC,2023-02-15,bmo,2023-02-15,2023-03-30,135.23,111.97,-17.20%
466,SPG,2023-02-06,amc,2023-02-07,2023-03-22,125.90,104.31,-17.15%
467,COO,2022-08-31,amc,2022-09-01,2022-10-14,75.03,62.17,-17.14%
468,BK,2022-01-18,bmo,2022-01-18,2022-03-02,62.92,52.14,-17.13%
469,ES,2020-02-19,amc,2020-02-20,2020-04-02,95.65,79.29,-17.10%
470,VRSK,2020-02-18,amc,2020-02-19,2020-04-01,169.74,140.78,-17.06%
471,SNPS,2020-02-19,amc,2020-02-20,2020-04-02,155.08,128.65,-17.04%
472,HRL,2023-08-31,bmo,2023-08-31,2023-10-13,38.59,32.02,-17.03%
473,APTV,2022-05-05,bmo,2022-05-05,2022-06-17,104.63,86.84,-17.00%
474,TSLA,2021-01-27,amc,2021-01-28,2021-03-12,278.48,231.24,-16.96%
475,TPR,2023-08-17,bmo,2023-08-17,2023-09-29,34.60,28.75,-16.91%
476,NSC,2023-07-27,bmo,2023-07-27,2023-09-08,235.34,195.64,-16.87%
477,WY,2022-04-29,bmo,2022-04-29,2022-06-13,41.22,34.27,-16.86%
478,UBER,2024-10-31,bmo,2024-10-31,2024-12-13,72.05,59.93,-16.82%
479,WBD,2022-02-24,bmo,2022-02-24,2022-04-07,27.73,23.07,-16.80%
480,J,2020-02-04,bmo,2020-02-04,2020-03-18,78.89,65.64,-16.80%
481,CCL,2023-12-21,bmo,2023-12-21,2024-02-06,19.19,15.97,-16.78%
482,DELL,2022-08-25,amc,2022-08-26,2022-10-10,41.43,34.48,-16.78%
483,LOW,2020-02-26,bmo,2020-02-26,2020-04-08,113.30,94.35,-16.73%
484,ATO,2020-02-04,amc,2020-02-05,2020-03-19,118.28,98.51,-16.71%
485,MTCH,2021-11-02,bmo,2021-11-02,2021-12-15,148.55,123.81,-16.65%
486,UNP,2020-01-23,bmo,2020-01-23,2020-03-06,187.19,156.09,-16.61%
487,AMZN,2022-04-28,amc,2022-04-29,2022-06-13,124.28,103.67,-16.58%
488,RL,2020-05-27,bmo,2020-05-27,2020-07-09,80.88,67.47,-16.58%
489,ESS,2023-02-07,amc,2023-02-08,2023-03-23,235.12,196.17,-16.57%
490,CLX,2022-05-02,amc,2022-05-03,2022-06-15,147.56,123.13,-16.56%
491,MAA,2023-02-01,amc,2023-02-02,2023-03-17,174.11,145.29,-16.55%
492,ADI,2022-08-17,bmo,2022-08-17,2022-09-29,170.13,141.99,-16.54%
493,WBD,2023-08-03,amc,2023-08-04,2023-09-18,13.97,11.66,-16.54%
494,NEM,2024-10-23,amc,2024-10-24,2024-12-06,49.25,41.11,-16.53%
495,MO,2020-01-30,bmo,2020-01-30,2020-03-13,48.00,40.07,-16.52%
496,CRWD,2022-08-30,amc,2022-08-31,2022-10-13,182.61,152.60,-16.43%
497,SYF,2021-10-19,bmo,2021-10-19,2021-12-01,52.36,43.76,-16.42%
498,TYL,2022-04-27,amc,2022-04-28,2022-06-10,403.66,337.52,-16.39%
499,BR,2020-01-31,bmo,2020-01-31,2020-03-16,119.15,99.63,-16.38%
500,BR,2022-08-12,bmo,2022-08-12,2022-09-26,183.22,153.21,-16.38%
