rank,symbol,year,quarter,earnings_date,category,session,predicted,confidence,confidence_normalized,csv_t30_change,t30_actual,hit_result,status,elapsed_seconds,from_date,to_date,from_close,to_close,tag_financials,tag_past,tag_peers,main_summary,notes_financials,notes_past,notes_peers,raw_output,error
407,GE,2021,3,2021-10-26,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
408,WEC,2023,3,2023-10-31,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
409,EFX,2021,3,2021-10-21,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
410,FSLR,2023,1,2023-04-28,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
411,HOOD,2024,3,2024-10-31,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
412,CTRA,2022,3,2022-11-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
413,FDS,2024,4,2024-09-19,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
414,CARR,2022,4,2023-02-07,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
415,ORCL,2022,3,2022-03-11,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
416,KDP,2022,1,2022-04-28,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
417,WSM,2022,2,2022-08-25,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
418,RF,2021,3,2021-10-22,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
419,COO,2023,1,2023-03-03,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
420,WDAY,2024,3,2023-11-29,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
421,SYK,2021,4,2022-01-27,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
422,TRMB,2021,3,2021-11-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
423,TDY,2024,2,2024-07-24,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
424,COO,2025,2,2025-05-30,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
425,MU,2020,1,2019-12-18,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
426,XEL,2021,4,2022-01-27,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
427,AMT,2020,3,2020-10-29,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
428,V,2020,1,2020-01-31,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
429,APP,2022,1,2022-05-12,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
430,PWR,2023,3,2023-11-02,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
431,CLX,2022,4,2022-08-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
432,PM,2020,4,2021-02-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
433,KO,2023,3,2023-10-24,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
434,HIG,2020,4,2021-02-05,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
435,AZO,2021,3,2021-05-25,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
436,IFF,2020,1,2020-05-13,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
437,RTX,2021,3,2021-10-26,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
438,EXC,2020,3,2020-11-03,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
439,BALL,2020,1,2020-05-11,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
440,SYK,2020,3,2020-10-29,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
441,TECH,2024,1,2023-10-31,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
442,IVZ,2022,1,2022-04-26,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
443,HIG,2024,3,2024-10-25,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
444,APH,2022,2,2022-07-27,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
445,GEN,2024,3,2024-02-02,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
446,KR,2024,2,2024-09-13,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
447,BG,2022,4,2023-02-08,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
448,ERIE,2024,1,2024-04-25,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
449,TKO,2024,1,2024-05-09,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
450,V,2020,4,2020-10-30,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
451,AIG,2020,2,2020-08-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
452,DRI,2020,2,2019-12-19,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
453,SRE,2024,3,2024-11-06,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
454,APO,2021,4,2022-02-11,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
455,SYF,2025,2,2025-07-22,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
456,MSCI,2022,3,2022-10-25,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
457,AVY,2025,1,2025-04-23,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
458,NTAP,2023,3,2023-02-22,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
459,PPL,2021,1,2021-05-06,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
460,CRM,2022,2,2021-08-25,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
461,PYPL,2025,2,2025-07-29,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
462,DIS,2022,4,2022-11-09,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
463,MLM,2021,1,2021-05-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
464,ETN,2024,1,2024-04-30,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
465,EFX,2020,4,2021-02-11,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
466,MMC,2022,1,2022-04-21,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
467,PAYX,2024,1,2023-09-27,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
468,PCAR,2025,2,2025-07-22,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
469,MDT,2023,1,2022-08-23,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
470,PNR,2021,3,2021-10-26,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
471,BALL,2022,2,2022-08-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
472,CPAY,2020,3,2020-11-06,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
473,AEE,2021,2,2021-08-06,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
474,AMZN,2024,2,2024-08-02,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
475,CTRA,2024,2,2024-08-02,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
476,MET,2023,2,2023-08-03,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
477,FTNT,2024,1,2024-05-03,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
478,DG,2024,1,2024-05-30,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
479,MMC,2023,3,2023-10-19,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
480,STT,2024,1,2024-04-12,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
481,KLAC,2024,4,2024-07-25,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
482,HOLX,2023,2,2023-05-02,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
483,HST,2021,2,2021-08-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
484,WYNN,2022,2,2022-08-10,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
485,IP,2020,4,2021-02-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
486,RCL,2020,4,2021-02-22,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
487,LKQ,2023,1,2023-04-27,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
488,HRL,2022,3,2022-09-01,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
489,DG,2023,4,2024-03-14,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
490,SJM,2021,1,2020-08-25,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
491,MLM,2020,4,2021-02-09,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
492,PSKY,2024,1,2024-04-30,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
493,WEC,2021,1,2021-05-03,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
494,GOOGL,2022,3,2022-10-26,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
495,HAL,2025,1,2025-04-22,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
496,XYL,2022,1,2022-05-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
497,SWKS,2022,4,2022-11-04,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
498,PFG,2020,3,2020-10-27,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
499,NKE,2022,4,2022-06-28,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
500,JKHY,2021,2,2021-02-09,RANDOM,AMC,N/A,0.0,0.0,,,ERROR,exception,0.0,,,,,N/A,N/A,N/A,,,,,,analyze_earnings_async() got an unexpected keyword argument 'session'
